Restaurant: Korjaamon kahvila, address: Töölönkatu 51 A, 00250 Helsinki
Restaurant: Unicafe Soc & kom, address: Yrjö-Koskisen katu 3, 00170 Helsinki
Restaurant: Corona Baari, address: Eerikinkatu 11, HELSINKI
Restaurant: Ravintola Revontuli, address: Kajaaninlinnantie 4, HELSINKI
Restaurant: El Karim, address: Koskelantie 52, 00610 Helsinki
Restaurant: Mikon Kiska, address: Riihipellontie 1, 00390 Helsinki
Restaurant: Marian konditoria Oulunkylä, address: Siltavoudintie 4, 00640 Helsinki
Restaurant: Kokomo Tikibar & Room, address: Uudenmaankatu 16, 00120 Helsinki
Restaurant: Marian konditoria Pasila, address: Pasilan asema, 00520 Helsinki
Restaurant: Pappas Pizza, address: Teollisuuskatu 32, 00510 Helsinki
Restaurant: Koto, address: Lönnrotinkatu 22, 00120 Helsinki
Restaurant: Pub Vapaasatama, address: Merisotilaantori 1, HELSINKI
Restaurant: Chico's Töölö, address: Mannerheimintie 68, 00260 Helsinki
Restaurant: Lounasravintola Gardenia, address: Koetilantie 1, 00790 Helsinki
Restaurant: Tennis-Bistro Tali, address: Kutomokuja 4, 00380 Helsinki
Restaurant: Kebab Pizzeria Food Corner, address: Sitratori 3, 00420 Helsinki
Restaurant: Ravintola Konja, address: Torikatu 4, HELSINKI
Restaurant: Bar 9, address: Uudenmaankatu 9, HELSINKI
Restaurant: BBQ House, address: Urho Kekkosen katu 1, 00100 Helsinki
Restaurant: Hong Ye, address: Linnankoskenkatu 11 B, 00250 Helsinki
Restaurant: Ravintola Oiva, address: Porthaninkatu 5, 00530 Helsinki
Restaurant: Robert's Coffee Forum Lasikulma, address: Mannerheimintie 20 B, 00100 Helsinki
Restaurant: Nonparelli Catering, address: Hitsaajankatu 9, 00810 Helsinki
Restaurant: Ravintola Merelle, address: Eerikinkatu 2, 00100 Helsinki
Restaurant: Kipsari, address: Hämeentie 135 E, 00560 Helsinki
Restaurant: Panimoravintola Bruuveri, address: Fredrikinkatu 63, 00100 Helsinki
Restaurant: Theron Catering Pitäjänmäki, address: Valimotie 27, 00380 Helsinki
Restaurant: Pizzeria Shine - Mellunmäki, address: Laakavuorenkuja 2, 00970 Helsinki
Restaurant: Ravintola Lastu, address: Mannerheimintie 46, HELSINKI
Restaurant: Flying Dutch, address: pitkänsillanranta 2, 00530 Helsinki
Restaurant: Cafe Otto, address: Harustie 2, HELSINKI
Restaurant: Ateljee Bar, address: Kalevankatu 5, HELSINKI
Restaurant: Just Vege, address: Vaasankatu 15, 00500 Helsinki
Restaurant: Aschan Vallila, address: Teollisuuskatu 21, 00510 Helsinki
Restaurant: Ravintola Guang Dong, address: Neitsytpolku 10, 00140 Helsinki
Restaurant: M/S King, Royal Line Oy, address: Kolera-allas 7, 00130 Helsinki
Restaurant: Tablo Ateneum, address: Kaivokatu 2-4, 00100 Helsinki
Restaurant: YTHS-serpens, address: Töölönkatu 37, 00250 Helsinki
Restaurant: Ben & Jerry's, address: Pohjoisesplanadi 35, 00100 Helsinki
Restaurant: Kippo Iso Roba, address: Iso Roobertinkatu 7, 00120 Helsinki
Restaurant: Cumulus Hakaniemi, address: Siltasaarenkatu 14, 00530 Helsinki
Restaurant: Unicafe Biokeskus, address: Viikinkaari 9, 00790 Helsinki
Restaurant: Parrilla Española, address: Eerikinkatu 4, 00100 Helsinki
Restaurant: Chilli Mikonkatu, address: Mikonkatu 8, 00100 Helsinki
Restaurant: Fat Mamas, address: Meripellontie 11, 00910 Helsinki
Restaurant: Olutravintola Oljenkorsi, address: Intiankatu 18, 00560 Helsinki
Restaurant: Cafe Bar No 9, address: Uudenmaankatu 9-11, 00120 Helsinki
Restaurant: Herkku Haarukka, address: Hämeentie 150, HELSINKI
Restaurant: Line Cafe, address: Toinen Linja 3, 00530 Helsinki
Restaurant: Arkadian Kebab, address: Tattarisuontie 1, HELSINKI
Restaurant: Ravintola Ilma, address: Karjalankatu 2 A 3, 00520 Helsinki
Restaurant: NYC Burger, address: Itämerenkatu 21, 00180 Helsinki
Restaurant: Domo, address: Kalevankatu 21, 00100 Helsinki
Restaurant: Picnic Lauttasaarenkatu 29, address: Lauttasaarenkatu 29, 00200 Helsinki
Restaurant: Ciao! Caffe (Kiseleffin talo), address: Aleksanterinkatu 28, 00170 Helsinki
Restaurant: Southland, address: Meri-Rastilan tie 3, 00980 Helsinki
Restaurant: Ravintola-Pizzeria Pompei, address: Snellmaninkatu 16, HELSINKI
Restaurant: Rosso Express (Itäkeskus), address: Vanhanlinnantie 1, 00900 Helsinki
Restaurant: Elite, address: Eteläinen Hesperiankatu 22, 00100 Helsinki
Restaurant: Bar Exodus, address: Hämeentie 81-83, HELSINKI
Restaurant: Pub Pizzeria Ulappasilta, address: Tyynylaavankuja 3 D, HELSINKI
Restaurant: Gyosai-Sushi, address: Runeberginkatu 40, 00260 Helsinki
Restaurant: Pizza Service Kallio, address: Helsinginkatu 21, 00510 Helsinki
Restaurant: India Tandoor, address: Salomonkatu 19, 00100 Helsinki
Restaurant: Hesburger Messukeskus, address: Messuaukio 1, 00520 Helsinki
Restaurant: K. Shalmashi, address: Eteläranta 15, 00130 Helsinki
Restaurant: Nepalilainen Ravintola Lumbini, address: Vattuniemenranta 2, 00210 Helsinki
Restaurant: Eerikin Pippuri, address: Eerikinkatu 17, 00100 Helsinki
Restaurant: Arena Center Hakaniemi, address: Sörnäisten rantatie 6, 00530 Helsinki
Restaurant: Happy Dragon, address: Helsinginkatu 11, 00500 Helsinki
Restaurant: Ricoplaza Take Away, address: Asematunneli, Kompassitaso, 00100 Helsinki
Restaurant: Bar U2 Pihlis, address: Meripihkatie 1, HELSINKI
Restaurant: Lilin Herkku Cafe, address: Vilhonvuorenkatu 7-9, 00500 Helsinki
Restaurant: Pizza Express Malmi, address: Latokartanontie 3, 00700 Helsinki
Restaurant: Steak City, address: Haapaniemenkatu 14a, 00530 Helsinki
Restaurant: Rose Way, address: Ruusutarhantie 5, 00300 Helsinki
Restaurant: Picnic Kaisaniemen Metrohalli, address: Kaisaniemen metroasema, 00100 Helsinki
Restaurant: Ravintola Populus, address: Aleksis Kiven katu 22, HELSINKI
Restaurant: Zuhat, address: Eino Leinon katu 12, 00250 Helsinki
Restaurant: Unicafe Exactum, address: Gustaf Hällströmin katu 2b, 00560 Helsinki
Restaurant: Ravintola Saari, address: Sirpalesaari, HELSINKI
Restaurant: Onnenautuus, address: Pihkatie 6 G, 00410 Helsinki
Restaurant: Gandi, address: Toivonkatu 1-3, 00250 Helsinki
Restaurant: Ravintola Il Treno, address: Pallaksentie 4, HELSINKI
Restaurant: Sasso, address: Pohjoisesplanadi 17, 00170 Helsinki
Restaurant: Fafa's Kamppi, address: Pohjoinen Rautatiekatu 21, 00100 Helsinki
Restaurant: Théhuone Korkeavuorenkatu, address: Korkeavuorenkatu 9, 00140 Helsinki
Restaurant: WTC Club, address: Aleksanterinkatu 17, 00100 Helsinki
Restaurant: Itäkeskuksen Uimahallin Kahvila, address: Olavinlinnantie 6, HELSINKI
Restaurant: Ravintola Mestarikilta, address: Rahakamarinportti 3, HELSINKI
Restaurant: Domino, address: Ajurinaukio 5, 00750 Helsinki
Restaurant: Hesburger Pasila, address: Ratapihantie 6, 00520 Helsinki
Restaurant: Helkan Keittiö, address: Pohjoinen Rautatiekatu 23, 00100 Helsinki
Restaurant: Bridge Areena, address: Hiomotie 10, 00380 Helsinki
Restaurant: Kimene Kebab, address: Itäkatu 1-5 (Kauppakeskus Itäkeskus, Hansasilta), 00930 Helsinki
Restaurant: Ravintola Pacius, address: Paciuksenkaari 14, 00270 Helsinki
Restaurant: Kellarikrouvi & Fabian, address: Pohjoinen Makasiinikatu 6, 00130 Helsinki
Restaurant: Ravintola Primula, address: Laivurinkatu 10, 00150 Helsinki
Restaurant: Yobot Frozen Yogurt, address: Runeberginkatu 54 A, 00260 Helsinki
Restaurant: K2 Restaurant, address: Iso-Roobertinkatu 10, 00120 Helsinki
Restaurant: Snacky Pihlajisto, address: Pihlajistontie 2, 00710 Helsinki
Restaurant: Sailor's, address: Laivalahdenkaari 29, 00810 Helsinki
Restaurant: Töölön torigrilli, address: Töölöntori 1, 00260 Helsinki
Restaurant: Ravintola Mestaritalli, address: Merikannontie 2, HELSINKI
Restaurant: Ravintola Fregatti, address: Valkopaadentie 1, 00980 Helsinki
Restaurant: Harry's Cafe, address: Erätie 3, 00730 Helsinki
Restaurant: Ravintola Wenla, address: Keinulaudankuja 4, 00940 Helsinki
Restaurant: Ravintola Sivuraide, address: Hämeentie 54, HELSINKI
Restaurant: Dersim Pizzeria, address: Antinkatu 2, 00100 Helsinki
Restaurant: Punainen Omena, address: Malminkaari 13-19, 00700 Helsinki
Restaurant: Subway Lönnrotinkatu, address: Lönnrotinkatu 35, 00180 Helsinki
Restaurant: I Love Food, address: Urhokekkosenkatu 1, alakerta, 00100 Helsinki
Restaurant: Ravintola Laiska Karhu, address: Mechelininkatu 25, HELSINKI
Restaurant: Ravintola Tokyo55, address: Runeberginkatu 55, 00260 Helsinki
Restaurant: Dylan Pink, address: Kornetintie 3, 00380 Helsinki
Restaurant: Torni, address: Kalevankatu 5, 00100 Helsinki
Restaurant: Ravintola Maininki, address: Kallvikintie 44, 00980 Helsinki
Restaurant: Korjaamon baari & keittiö, address: Töölönkatu 51 B, 00250 Helsinki
Restaurant: Lounasravintola Hima, address: Mekaanikonkatu 5, 00880 Helsinki
Restaurant: Ravintola Barts, address: Pakilantie 11, 00630 Helsinki
Restaurant: Ravintola Pirate, address: Vattuniemenranta 5, 00210 Helsinki
Restaurant: Lelumuseon kahvila Samovarbar, address: Suomenlinna C 66, 00190 Helsinki
Restaurant: Karaokemesta, address: Vanhaistentie 3 B, HELSINKI
Restaurant: Pizza Express Käpylä, address: Pohjolankatu 1, 00610 Helsinki
Restaurant: Restaurant & Bar Valantina, address: Turunlinnantie 6, 00930 Helsinki
Restaurant: Bulevardin Kahvisalonki, address: Bulevardi 1, 00100 Helsinki
Restaurant: Ravintola Ukko-Munkki, address: Laajalahdentie 19 , Munkkiniemi, HELSINKI
Restaurant: Café Cardemumma, address: Kaarlenkatu 15 LH 99, 00530 Helsinki
Restaurant: Pizzeria Sopranos, address: Pietarinkatu 16 B 21, 00140 Helsinki
Restaurant: Yo Sushi, address: Kontulankaari 1A 46, 00940 Helsinki
Restaurant: Karaoke Bar Restroom, address: Tehtaankatu 23 A, HELSINKI
Restaurant: Ravintola Wanha Mylly, address: Linnanrakentajantie 12, HELSINKI
Restaurant: Scandic Grand Marina, address: Katajanokanlaituri 7, HELSINKI
Restaurant: Alakerta, address: Telakkakatu 8, 00150 Helsinki
Restaurant: Sinisen huvilan kahvila, address: Linnunlauluntie 11, 00530 Helsinki
Restaurant: Wineserver Tomi Naarvala, address: Maneesikatu 4a A 21 c/o Tomi Naarvala, HELSINKI
Restaurant: Tapanilan Starpizzza, address: Päivöläntie 24, 00730 Helsinki
Restaurant: Leonardo Bar & Ristorante, address: Kaivokatu 6, HELSINKI
Restaurant: Vuosaaren Kebab ja Pizza, address: Mustalahdentie 4, 00960 Helsinki
Restaurant: Peking, address: Aleksis Kiven katu 16, 00500 Helsinki
Restaurant: Karelia, address: Käpylänkuja1, 00610 Helsinki
Restaurant: Pasilan Kuningas, address: Asemapäällikönkatu 3, 00520 Helsinki
Restaurant: Ravintola Deli Chef, address: Kurjenkellonkuja 1 e 44, 00940 Helsinki
Restaurant: Hemingway's Aikatalo Mikonkatu Helsinki, address: Mikonkatu 8, HELSINKI
Restaurant: Villa Angelica, address: Tamminiementie 3, 00250 Helsinki
Restaurant: Ravintola Bullman, address: Fleminginkatu 21 B, HELSINKI
Restaurant: Jogo Frozen Yogurt Bar, address: Fredrikinkatu 65, 00100 Helsinki
Restaurant: Pizza Express Konala, address: Riihipellontie 2-4, 00390 Helsinki
Restaurant: Pizza Express Kruunuhaka, address: Mariankatu 18, 00170 Helsinki
Restaurant: Ravintola Main Street Helsingin Jäähalli, address: Nordenskiöldinkatu 11-13, HELSINKI
Restaurant: Bar Lab, address: Alppikatu 17, HELSINKI
Restaurant: Ravintola St. Patrick's, address: Itälahdenkatu 22 B, 00210 Helsinki
Restaurant: China Gate, address: Runeberginkatu 63 B, 00260 Helsinki
Restaurant: Pizza Center, address: Vilhonvuorenkatu 5, 00500 Helsinki
Restaurant: FishMarket, address: Pohjoisesplanadi 17, 00170 Helsinki
Restaurant: Il Duetto, address: Malminrinne 6, 00100 Helsinki
Restaurant: Kitzens, address: Mikonkatu 23, 00100 Helsinki
Restaurant: Sandro, address: Kolmas linja 17, 00530 Helsinki
Restaurant: Pizzataxi Kontula, address: Ostoskeskus, 00940 Helsinki
Restaurant: Itamae Sushi Lasipalatsi, address: Mannerheimintie 22-24, 00100 Helsinki
Restaurant: Ravintola Aviin, address: Lehtisaarentie 1, 00340 Helsinki
Restaurant: Rodolfo, address: Kirkkokatu 5, 00170 Helsinki
Restaurant: Trattoria Sogno, address: Töölöntorinkatu 2, 00260 Helsinki
Restaurant: Bar Llamas, address: Iso-Roobertinkatu 14, HELSINKI
Restaurant: Pub Jakkis, address: Huokotie 1, HELSINKI
Restaurant: Ravintola Grande Grill, address: Aleksanterinkatu 15 B, HELSINKI
Restaurant: Hanami, address: Kalevankatu 47, 00180 Helsinki
Restaurant: Hanko Sushi Forum, address: Kauppakeskus Forum, Mannerheimintie 14–20, 3. kerros, 00100 Helsinki
Restaurant: Keittiö & Baari Juuri, address: Korkeavuorenkatu 27, HELSINKI
Restaurant: Jamipaja, address: Hämeentie 135 A, 00560 Helsinki
Restaurant: Ravintola Rixi Baari, address: Isokaari 24, 00200 Helsinki -
Restaurant: Ravintola Beefy Queen Jambo, address: Pieni Roobertinkatu 13, HELSINKI
Restaurant: Prikthai, address: Mannerheimintie 64, 00260 Helsinki
Restaurant: Stadin Ravintola, address: Mannerheimintie 47, 00250 Helsinki
Restaurant: Allotria, address: Hämeentie 68, 00550 Helsinki
Restaurant: Lassilan Herkku Pizza, address: Kuparitie 1, 00440 Helsinki
Restaurant: Royal Palace, address: Turunlinnantie 4-6, 00930 Helsinki
Restaurant: Hertsikan Helmi, address: Hitsaajankatu 14, 00810 Helsinki
Restaurant: Ravintola ChinaKitchen, address: Näyttelijäntie 14, 00400 Helsinki
Restaurant: Mr. Don, address: Runeberginkatu 28, 00100 Helsinki
Restaurant: Angry Duck, address: Vanha Hämeenkyläntie 9, 00390 Helsinki
Restaurant: Aseman Grilli, address: Pennikuja 4, 00440 Helsinki
Restaurant: William K. Kurvi, address: Helsinginkatu 2, 00500 Helsinki
Restaurant: Hesburger Töölö, address: Mannerheimintie 19 A, 00250 Helsinki
Restaurant: Konditoria Briossi, address: Kalevankatu 9, 00100 Helsinki
Restaurant: Rymy-Eetu, address: Erottajankatu 15-17, 00100 Helsinki
Restaurant: Ravintola Nelmanni, address: Ratapihantie 6, 00520 Helsinki
Restaurant: Rivoli, address: Albertinkatu 38, 00180 Helsinki
Restaurant: Aalto-yliopiston kauppakorkeakoulu / Rafla, address: Runeberginkatu 14-16, 00100 Helsinki
Restaurant: Ristorante & Vinoteca Como Helsinki, address: Simonkatu 8, Forum 2krs, 00100 Helsinki
Restaurant: Kujis Pub, address: Lauttasaarentie 32, 00200 Helsinki
Restaurant: Sportpub Chelsea, address: Töölönlahdenkatu 1, HELSINKI
Restaurant: Hesburger Kaisaniemi, address: Vuorikatu 14, 00100 Helsinki
Restaurant: Kotipizza Helsinki - Lönnrotinkatu, address: Lönnrotinkatu 13, 00120 Helsinki
Restaurant: Soppakeittiö Hietalahti, address: Lönnrotinkatu 34, 00180 Helsinki
Restaurant: Ravintola Hermannin Kukko, address: Hämeentie 81-83, HELSINKI
Restaurant: Pizza Driver Pihlajamäki, address: Vuolukiventie 7, 00710 Helsinki
Restaurant: Ravintola India Tandoor, address: Salomonkatu 19, HELSINKI
Restaurant: Hesburger Rautientori, address: Rautatientorin metroasema / Kaivokatu, 00100 Helsinki
Restaurant: Sven's Bakery, address: Iso Roobertinkatu 20-22, 00120 Helsinki
Restaurant: Memphis Kamppi, address: Annanaukio 2 D, 00100 Helsinki
Restaurant: Qulma, address: Mariankatu 13 B, 00170 Helsinki
Restaurant: Rock Bar The Stage Helsinki, address: Iso Roobertinkatu 13, HELSINKI
Restaurant: Ravintola Ilves, address: Urho Kekkosen katu 4-6 D, 00100 Helsinki
Restaurant: Ravintola Karhuministeri, address: Mannerheimintie 51, HELSINKI
Restaurant: Del Mar Herttoniemenranta, address: Neitojenpolku 21, 00810 Helsinki
Restaurant: Hesburger Käpylä, address: Vähänkyröntie 2, 00610 Helsinki
Restaurant: Maunulan pizza-kebab palvelu, address: Metsäpurontie 16, 00630 Helsinki
Restaurant: Pub Gaselli, address: Aleksanterinkatu 46, HELSINKI
Restaurant: Gold Lion, address: Runeberginkatu 8, 00100 Helsinki
Restaurant: Pub & Music club Tillikka, address: Latokartanontie 5, HELSINKI
Restaurant: Marco Polo, address: Mäkelänkatu 22, 00510 Helsinki
Restaurant: Café Culma, address: Töölönkatu 1, 00100 Helsinki
Restaurant: Minuuttibaari, address: Rautatieasema, HELSINKI
Restaurant: Pizza Express - Kallio, address: Helsinginkatu 21, 00510 Helsinki
Restaurant: Fazer Café Forum, address: Mannerheimintie 20, 00100 Helsinki
Restaurant: Oopperan Grilli, address: Mannerheimintie 17, 00250 Helsinki
Restaurant: Brasserie, address: Pikku Satamakatu 3-5, 00160 Helsinki
Restaurant: Ravintola Gazal, address: Sörnäisten rantatie 10, 00530 Helsinki
Restaurant: Hiutale Bar, address: Annankatu 4, HELSINKI
Restaurant: Pizza Hut Messukeskus, address: Messuaukio 1, 00520 Helsinki
Restaurant: Itis-Kebab Pizzeria, address: Turunlinnantie 12, 00900 Helsinki
Restaurant: Pizzeria Shine, address: Mechelininkatu 12-14, 00100 Helsinki
Restaurant: Villa Villingenäs, address: Villinki, 00850 Helsinki
Restaurant: Unicafe Porthania, address: Yliopistonkatu 3, 00170 Helsinki
Restaurant: Jakomäen Baari Oy, address: Louhikkotie 20 c B 135, HELSINKI
Restaurant: Kaffecentralen Museokatu, address: Museokatu 9, 00100 Helsinki
Restaurant: Bar Mucava, address: Hämeentie 30, HELSINKI
Restaurant: Raffaello, address: Aleksanterinkatu 46, 00100 Helsinki
Restaurant: Pub Yy Kaa Koo, address: Leiviskäpolku 4, HELSINKI
Restaurant: McDonald's Hakaniemi, address: Siltasaarenkatu 12, 00530 Helsinki
Restaurant: Kuparilyhty, address: Svinhufvudintie 1, 00570 Helsinki
Restaurant: Ravintola Kustaa Vaasa, address: Vaasankatu 10, 00500 Helsinki
Restaurant: Pub Keskipiste, address: Näyttelijäntie 14, HELSINKI
Restaurant: Cafe Viikki, address: Putkitie 3, 00880 Helsinki
Restaurant: Ravintola Cella, address: Fleminginkatu 15, HELSINKI
Restaurant: Noodle Bar, address: Vuorikatu 14, 00100 Helsinki
Restaurant: Take Sushi, address: Salomonkatu 15, 00100 Helsinki
Restaurant: Amigo Pizzeria, address: Maatullinaukio, 00750 Helsinki
Restaurant: Pizzataikurit, address: Tapulikaupungintie 9, 00750 Helsinki
Restaurant: Ravintola Ugly Duckling, address: Tulisuontie 1, HELSINKI
Restaurant: Time Out Cafe Pihlajamäki, address: Rapakivenkuja 9, 00710 Helsinki
Restaurant: Hoku, address: Merimiehenkatu 18, 00100 Helsinki
Restaurant: Dinner in the Sky LIVE 4.-9.6.2013, address: Rautatientori, 00100 Helsinki
Restaurant: Toripojat Kauppatorilla, address: Kauppatori, 00100 Helsinki
Restaurant: Pizzapalvelu Kivikko, address: Lohkarekuja 1, 00940 Helsinki
Restaurant: Bar & Cafe Molotow, address: Vaasankatu 29, HELSINKI
Restaurant: Ravintola Palace, address: Eteläranta 10, 00130 Helsinki
Restaurant: Pizzaservice, address: Albertinkatu 36a, 00180 Helsinki
Restaurant: Ravintola Variantti, address: Valimotie 8, 00380 Helsinki
Restaurant: Ravintola Havanna, address: Kaisaniemenkatu 2, 00100 Helsinki
Restaurant: Frutti di Mare, address: Porvoonkatu 23, 00510 Helsinki
Restaurant: Coffee Bean Helsinki, address: Elimäenkatu 9, 00510 Helsinki
Restaurant: Cafe Julia, address: Sturenkatu 11, 00510 Helsinki
Restaurant: Cafe Boulevard, address: Itäkatu 1-5 A 14, 00930 Helsinki
Restaurant: Ravintola Vesala, address: Rekipellontie 11, HELSINKI
Restaurant: Gottland Deli & Cafe, address: Pihlajatie 8, 00270 Helsinki
Restaurant: Golden Pizza Kebab, address: Vanhaistentie 3, 00420 Helsinki
Restaurant: McDonald's Forum Katutaso, address: Mannerheimintie 16, 00100 Helsinki
Restaurant: Tintin Yögrilli, address: Helsinginkatu 21, 00510 Helsinki
Restaurant: Ravintola Stadin Tähti, address: Mäkelänkatu 2, HELSINKI
Restaurant: Long City, address: Siilitie 4, 00800 Helsinki
Restaurant: Jäähallin Kahvio, address: Nordenskiöldinkatu 11-13, 00250 Helsinki
Restaurant: LiesiKiesi, address: Seuraavan kerran Street Helsinki tapahtumassa., 00170 Helsinki
Restaurant: Ravintola Lasipalatsi, address: Mannerheimintie 22—24, 00100 Helsinki
Restaurant: Tamarin, address: Iso Roobertinkatu 18, 00120 Helsinki
Restaurant: Korphai, address: Kolmas linja 36, 00530 Helsinki
Restaurant: Kahvila Sävy, address: Aleksis kiven katu 12, 00500 Helsinki
Restaurant: Robert's Coffee Marina, address: Kanavaranta, 00160 Helsinki
Restaurant: Pizza Hut Munkkivuori, address: Raumantie 1, 00350 Helsinki
Restaurant: Marian konditoria Töölö, address: Linnankoskenkatu 13, 00250 Helsinki
Restaurant: Robert's Coffee Kamppi, address: Kampinkuja 2 (sähkötalo), HELSINKI
Restaurant: Marian konditoria Kontula, address: Keinulaudankuja 4, 00940 Helsinki
Restaurant: Thai Orchid, address: lönnrontinkaTU27, 00180 Helsinki
Restaurant: Yläkerho / Klubi 20, address: Suomenlinnan päällystökerho C 8, 00190 Helsinki
Restaurant: Wing Wah, address: Ostostie 4, 00940 Helsinki
Restaurant: Ravintola Black Bird, address: Turunlinnantie 8, HELSINKI
Restaurant: Ristorante Monte Etna, address: Hämeentie 31, 00500 Helsinki
Restaurant: Coccola, address: Tivolikuja 1, Linnanmäki, 00510 Helsinki
Restaurant: Hakaniemen Hallikahvilat ky, 1. krs, address: Hakaniemen kauppahalli 75, 00530 Helsinki
Restaurant: Social Food, address: Käpyläntie 6 b, 00610 Helsinki
Restaurant: Bar Bhangra, address: Runeberginkatu 28, HELSINKI
Restaurant: Lounaskahvila Kavio, address: Rajametsäntie 32, 00630 Helsinki
Restaurant: Juttutupa, address: Säästöpankinranta 6, 00530 Helsinki
Restaurant: Rosso Citykäytävä, address: Keskuskatu 6, 00100 Helsinki
Restaurant: Da Vinci (Lasipalatsi), address: Mannerheimintie 22-24, 00100 Helsinki
Restaurant: Robert's Coffee Espressobar, address: Aleksanterinkatu 52, 00100 Helsinki
Restaurant: Sole, address: Näyttelijäntie 14 C, 00400 Helsinki
Restaurant: Mega Pizza Kebab, address: Kivensilmänkuja 1/3, 00920 Helsinki
Restaurant: Cafe Crepes, address: Helsingin Kauppatori, 00100 Helsinki
Restaurant: Ciao! Caffe (Itäkeskus), address: Itäkatu 1, Itäkeskus, Bulevardi, 2.krs, 00930 Helsinki
Restaurant: Sodexo Hopeatie 2, address: Hopeatie 2, 00440 Helsinki
Restaurant: Ravintola Shaker, address: Fredrikinkatu 65, HELSINKI
Restaurant: Hesburger Lanterna, address: Varikkotie 2, 00880 Helsinki
Restaurant: Nuevo, address: Sofiankatu 4, 00170 Helsinki
Restaurant: Delish, address: Iso Roobertinkatu 2, 00120 Helsinki
Restaurant: Karhu Ministeri, address: Mannerheimintie 51, 00250 Helsinki
Restaurant: Jungle Juice Bar, address: Itäkeskus, Piazza. Itäkatu 1 B, 00930 Helsinki
Restaurant: Ohjelmaravintola Malmintori, address: Viljatie 4, HELSINKI
Restaurant: Amica Mustajuuri, address: Asemamiehenkatu 2, 00520 Helsinki
Restaurant: Kantipur, address: Lönnrotinkatu 25, 00180 Helsinki
Restaurant: Kotipizza Lauttasaari, address: Lauttasaarentie 29, 00210 Helsinki
Restaurant: Ravintola Nuevo, address: Sofiankatu 4, HELSINKI
Restaurant: Pub Kasin Kulma, address: Sturenkatu 49, 00550 Helsinki
Restaurant: Robert's Coffee Arabia, address: Hämeentie 109-111, 00550 Helsinki
Restaurant: Ravintolalaiva Maria, address: Hakaniemenranta, HELSINKI
Restaurant: Pizza Express Lauttasaari, address: Lauttasaarentie 13, 00200 Helsinki
Restaurant: Norsöline, address: Kalkkihiekantorin laivalaituri, HELSINKI
Restaurant: Cafe & Restaurant Piritta, address: Eläintarhantie 12, 00530 Helsinki
Restaurant: Pelmenit, address: Kustaankatu 7, 00500 Helsinki
Restaurant: Ravintola Leijona, address: Helsinginkatu 2, 00500 Helsinki
Restaurant: Thai Curry, address: Koskelantie 56, 00610 Helsinki
Restaurant: KuuKuu, address: Museokatu 17, 00100 Helsinki
Restaurant: Beefy Queen Jambo, address: Pieni Roobertinkatu 13, 00130 Helsinki
Restaurant: Mario, address: Itäkatu, kerros 2, liiketila 253D, 00930 Helsinki
Restaurant: Cale-Cafe, address: Lapinlahdenkatu 21, 00180 Helsinki
Restaurant: Day and Nite, address: Pohjoinen Makasiinikatu 7, 01300 Helsinki
Restaurant: Ravintola Talentti, address: Valimotie 8, 00380 Helsinki
Restaurant: Macu, address: Mannerheimintie 50, 00260 Helsinki
Restaurant: Oluthuone Kuikka, address: Helsinginkatu 32, 00530 Helsinki
Restaurant: Ravintola Ruokasali, address: Mechelininkatu 1a, 00180 Helsinki
Restaurant: Explorer, address: Tammasaarenkatu 1-5, 00180 Helsinki
Restaurant: Pizza Paja, address: Solnantie 33, 00330 Helsinki
Restaurant: Armas Pikaruokala, address: Aleksanterinkatu 9, 00100 Helsinki
Restaurant: Haagan Pizza-Kebab, address: Huovitie 6, 00400 Helsinki
Restaurant: Cafe Bar 52, address: Heikkiläntie 2, 00210 Helsinki
Restaurant: Orchid Thai-Viet Kitchen, address: Urho Kekkosen katu 1, 00100 Helsinki
Restaurant: Viisi Penniä, address: Mannerheimintie 55, 00250 Helsinki
Restaurant: Cafe II-linja 23, address: Toinen linja 23, 00530 Helsinki
Restaurant: Pizzeria Dedo's, address: Mannerheimintie 29, 00250 Helsinki
Restaurant: Seaside Garden, address: Sepänkatu 19, 00150 Helsinki
Restaurant: Tsingdao, address: Kauppakartanontie 10, 00930 Helsinki
Restaurant: Palmia Pasilan kirjasto, address: Rautatieläisenkatu 8, 00520 Helsinki
Restaurant: Thai Asia Take-Away, address: Ratamestarinkatu 3, 00520 Helsinki
Restaurant: Enis Pizzeria & Kebab, address: Väärämäentie 3, 00700 Helsinki
Restaurant: Namaskaar Express, Forum, address: Mannerheimintie 20 B, 00100 Helsinki
Restaurant: PASSIO Keittiö ja Baari, address: Kalevankatu 13, 00100 Helsinki
Restaurant: Palace Pizza, address: Kurjenkellonkuja 1, 00940 Helsinki
Restaurant: Tornitupa, address: Haapaniemenkatu 7-9 B, 00530 Helsinki
Restaurant: Dylan, address: Hämeentie 153B, 00560 Helsinki
Restaurant: Ravintola Wellamo, address: Laivastokatu 18, HELSINKI
Restaurant: Ravintola Sunside, address: Sahaajankatu 26, HELSINKI
Restaurant: Marian konditoria Itäkeskus, address: Itäkatu 1, 00930 Helsinki
Restaurant: Ravintola Särkänlinna, address: Särkänsaari, 00130 Helsinki
Restaurant: Huvilan kahvila, address: Mannerheimintie 13 b, 00100 Helsinki
Restaurant: Annapurna, address: Fredrikinkatu 23, 00120 Helsinki
Restaurant: Navy Jerry's Rum Bar, address: Hietaniemenkatu 2, HELSINKI
